"Row.names","FPKM.IZ_TR_184_S2 Control","FPKM.IZ_TR_185_S3 SCA1","gene_name","FC SCA1 vs Control","Log2FC SCA1 vs Control"
"MSTRG.10705","6.236164","1.571589","TM9SF2","0.25201213438261","-1.988434893733"
"MSTRG.10711","54.929608749066","30.496256674139","ZIC2","0.55518794633062","-0.8489518489413"
"MSTRG.1073","6.6491731965854","4.9132775034146","MED8","0.73893059454938","-0.43648923200682"
"MSTRG.10735","5.962819","0.532965","PCCA","0.08938138152441","-3.483881845836"
"MSTRG.10762","7.15558","4.890104","NALCN","0.68339729274217","-0.5492035623019"
"MSTRG.10776","6.778184823964","2.2245158570934","TPP2","0.3281875479743","-1.6074075934413"
"MSTRG.10785","4.214873","2.511538","EFNB2","0.5958751307572","-0.74691805801134"
"MSTRG.10787","31.981871989879","24.245079083683","ARGLU1","0.75808817855802","-0.39956242674237"
"MSTRG.10788","1.811733","0.113403","KDELC1","0.062593660324121","-3.9978396457497"
"MSTRG.10794","2.554429","1.06303","LIG4","0.41615171140008","-1.2648185247332"
"MSTRG.10796","3.545984","0.732172","ABHD13","0.2064792170523","-2.2759315188819"
"MSTRG.1080","5.574397","7.696355","IPO13","1.3806614419461","0.46535959337852"
"MSTRG.10801","8.486938","5.673126","FAM155A-IT1","0.66845380512972","-0.58110023152168"
"MSTRG.10807","8.654813","1.287792","ITGBL1","0.14879489597291","-2.748603055544"
"MSTRG.10808","23.674007","0.600501","FGF14","0.025365414481798","-5.3009934548547"
"MSTRG.1081","1.848733","0","ATP6V0B","0","#REF!"
"MSTRG.10817","34.307850301195","10.748766531037","FGF14-IT1","0.31330341122137","-1.6743676171498"
"MSTRG.1082","3.086215","4.696242","B4GALT2","1.5216833564739","0.6056681830393"
"MSTRG.10832","16.261003","20.699619","IRS2","1.2729607761588","0.34818796604756"
"MSTRG.10841","3.4258811570066","4.130017147102","CARKD","1.2055342721551","0.26967266592628"
"MSTRG.1085","5.8175485389023","8.2175376466319","PTPRF","1.4125430310861","0.4982948178209"
"MSTRG.10852","4.8340767513353","2.471616656182","TUBGCP3","0.51129032146609","-0.96778537827973"
"MSTRG.10864","17.703327847078","8.0277721445859","ARHGEF7","0.45346119181264","-1.1409490078054"
"MSTRG.10865","1.731699","0","ARHGEF7-AS1","0","#REF!"
"MSTRG.10876","14.407811362665","14.496274118792","MCF2L","1.0061399163204","0.0088309438567401"
"MSTRG.1088","9.283157","7.79153","KDM4A","0.83931899460496","-0.25270886411659"
"MSTRG.10883","5.6634346076046","3.6560926703422","PCID2","0.64556102853788","-0.63137460678"
"MSTRG.10888","1.55695","0","CUL4A","0","#REF!"
"MSTRG.10915","7.9962716302895","6.8829387089829","TFDP1","0.86076849652164","-0.21630281757799"
"MSTRG.1093","0","3.2372172206186","ST3GAL3","Inf","Inf"
"MSTRG.10931","6.185357","7.714883","RASA3","1.2472817656281","0.31878741220505"
"MSTRG.10943","3.816417","0","CHAMP1","0","#REF!"
"MSTRG.10968","3.023986","0.48744","CDC16","0.16119122244614","-2.6331549098193"
"MSTRG.10971","13.475363154568","10.633711114213","UPF3A","0.7891224149019","-0.34167897503795"
"MSTRG.10978","7.1537218198603","7.2754188952096","PARP2","1.0170117147988","0.024336297469524"
"MSTRG.10980","1.240956","2.970641","PNP","2.3938326580475","1.2593223035583"
"MSTRG.10985","4.4914146778407","3.1814707322595","TMEM55B","0.70834491144982","-0.49747607798179"
"MSTRG.10989","0","3.919112","RNASE1","Inf","Inf"
"MSTRG.10993","4.8770726669917","2.6867561686982","METTL17","0.55089525052237","-0.86015006995379"
"MSTRG.10994","2.670933","0.154026","LOC101929718","0.057667489225675","-4.1160979792493"
"MSTRG.10996","81.246232783961","149.90061960679","NDRG2","1.8450162483889","0.88363352163355"
"MSTRG.11002","5.6866963928136","12.91341864799","ZNF219","2.2708120419984","1.1832082972827"
"MSTRG.11005","14.309751632579","6.596649210284","SUPT16H","0.46098977673837","-1.1171933381859"
"MSTRG.11007","0.018554","2.752839","SALL2","148.36903093673","7.2130461794653"
"MSTRG.11008","6.275719","1.891139","DAD1","0.30134220477367","-1.730525349756"
"MSTRG.11009","3.031686","0.941469","RAB2B","0.31054304436541","-1.6871348406494"
"MSTRG.11010","10.465722","5.406936","TOX4","0.51663287062278","-0.95278865744029"
"MSTRG.11011","10.011831272856","9.0386008447909","METTL3","0.90279196667009","-0.14753451385959"
"MSTRG.11016","6.568263","3.271985","OXA1L","0.49815072873909","-1.0053457608217"
"MSTRG.11021","2.827045","7.882206","LRP10","2.7881430964134","1.4793046068262"
"MSTRG.11030","5.1663366519217","3.202586","PSMB5","0.61989494989816","-0.68990434406826"
"MSTRG.11032","8.2720479493088","5.00679","RBM23","0.60526607566611","-0.72435860265277"
"MSTRG.11039","2.0177757129068","2.6594308838941","CDH24","1.3180012361547","0.39835172345176"
"MSTRG.11045","2.677867441042","0","PPP1R3E","0","#REF!"
"MSTRG.11048","17.437643858626","15.650332853243","PABPN1","0.89750272342561","-0.15601177816152"
"MSTRG.11048","17.437643858626","15.650332853243","BCL2L2","0.89750272342561","-0.15601177816152"
"MSTRG.11051","6.7474214067308","11.222665","EFS","1.6632524224447","0.73400713493536"
"MSTRG.11052","8.8201848092235","13.148188886283","SLC22A17","1.490693128395","0.57598329738749"
"MSTRG.11053","3.995498","0","NGDN","0","#REF!"
"MSTRG.11063","9.735748107649","4.2143546464378","THTPA","0.43287424857744","-1.2079801168242"
"MSTRG.11065","16.219822790639","12.133430857044","AP1G2","0.74806186316948","-0.41877051194378"
"MSTRG.11067","34.707617791553","35.417040544959","JPH4","1.0204399725059","0.029191318171597"
"MSTRG.1107","6.324125480855","4.7032106451673","DMAP1","0.74369344178974","-0.427220044994"
"MSTRG.11079","5.1981833946168","4.114188955292","DCAF11","0.79146668037003","-0.33739947867114"
"MSTRG.1108","5.0768017475784","11.027977319658","ERI3","2.1722292632204","1.1191763772933"
"MSTRG.11080","1.491675","0","PSME1","0","#REF!"
"MSTRG.11081","2.3267059280855","0","EMC9","0","#REF!"
"MSTRG.11084","6.135263380538","1.7057387626582","PSME2","0.27802209242868","-1.8467285667194"
"MSTRG.11085","5.0006495824145","5.4105662833217","RNF31","1.0819726905778","0.11366408542608"
"MSTRG.11088","8.6130279180609","11.032832","REC8","1.2809469683553","0.35721074884546"
"MSTRG.11089","0.554016","2.328658","IPO4","4.2032323976203","2.0714992256132"
"MSTRG.11090","1.426495","0","TM9SF1","0","#REF!"
"MSTRG.11092","9.3600420941177","8.2408836117647","CHMP4A","0.88043232379732","-0.18371598222713"
"MSTRG.11093","14.132606","9.985487","NEDD8","0.70655666760964","-0.50112282194191"
"MSTRG.11094","1.672441","0","GMPR2","0","#REF!"
"MSTRG.11098","0.066361","1.594097","NFATC4","24.021594008529","4.5862599824796"
"MSTRG.11099","3.169204","1.748716","NYNRIN","0.551783981088","-0.85782452065425"
"MSTRG.11100","2.703899","1.289292","TGM1","0.47682698207293","-1.0684622194031"
"MSTRG.1111","55.460278","34.990097","RPS8","0.63090374339631","-0.66450818400257"
"MSTRG.11116","23.543226","17.289406","CBLN3","0.73436860352103","-0.44542371439375"
"MSTRG.11118","11.693567279102","9.1985389635344","KHNYN","0.78663240600438","-0.34623847430854"
"MSTRG.11125","29.376986025536","9.3810153875785","NOVA1","0.31933212547482","-1.6468703965618"
"MSTRG.11128","1.646121","0.184639","G2E3","0.1121661165856","-3.1562911659691"
"MSTRG.11132","4.16767","0.841526","SCFD1","0.20191761823753","-2.3081612969719"
"MSTRG.11142","6.5229136077688","3.065936","STRN3","0.47002554140046","-1.0891889392661"
"MSTRG.11144","3.023976","1.497094","AP4S1","0.49507469636002","-1.0142818809313"
"MSTRG.11145","21.137326615058","7.6120785264764","HECTD1","0.36012494224571","-1.4734305708714"
"MSTRG.11147","23.198809957802","5.6414987944012","ARHGAP5","0.24318052540898","-2.0399003966193"
"MSTRG.11157","12.107396693126","6.50662","AKAP6","0.53740867379806","-0.89590848819117"
"MSTRG.11161","0.004781","1.798856","NPAS3","376.250993516","8.5555515811852"
"MSTRG.1119","2.6361876676737","2.2754821329305","PTCH2","0.86317152638017","-0.21228081975982"
"MSTRG.11190","6.9085906209199","1.6581859198813","EAPP","0.24001797339969","-2.0587856508714"
"MSTRG.11191","3.443826","1.642738","SNX6","0.47700958178491","-1.0679098486676"
"MSTRG.11193","5.412474","1.452203","CFL2","0.2683066930206","-1.89804505122"
"MSTRG.11199","6.027121","1.91953","SRP54","0.31848207460909","-1.650715920523"
"MSTRG.11200","4.750031","0","PSMA6","0","#REF!"
"MSTRG.11201","2.818438","0","FAM177A1","0","#REF!"
"MSTRG.11203","4.0433713682562","0","KIAA0391","0","#REF!"
"MSTRG.11208","3.333945","0.642996","BRMS1L","0.19286340956435","-2.3743486365566"
"MSTRG.11210","4.0633225121359","0.573229","MBIP","0.14107396060439","-2.8254763746612"
"MSTRG.11221","12.375786197615","4.1375046460237","RALGAPA1","0.33432256989224","-1.5806873412707"
"MSTRG.11225","29.3286","20.563181","PNN","0.70113067108556","-0.51224474771458"
"MSTRG.11226","7.012684","2.415823","SEC23A","0.34449334947931","-1.5374519632374"
"MSTRG.11229","8.9604727564906","2.2557546571173","TRAPPC6B","0.25174504944321","-1.9899646869193"
"MSTRG.11232","2.186994","0.276382","CTAGE5","0.12637528955269","-2.9842136972338"
"MSTRG.11235","2.531103","0.500953","FBXO33","0.19791885197876","-2.3370190577373"
"MSTRG.11245","4.866429","0.199817","KLHL28","0.041060292875947","-4.606112271798"
"MSTRG.11246","6.785728","2.813258","FAM179B","0.41458455157648","-1.2702617357464"
"MSTRG.1125","6.7324371852022","2.9821388754596","EIF2B3","0.44295086510636","-1.1747814200322"
"MSTRG.11251","11.490853","3.505974","PRPF39","0.3051099861777","-1.7125986951305"
"MSTRG.11253","10.12818080858","0.3338711278856","FKBP3","0.032964570261498","-4.922939915806"
"MSTRG.11264","8.06167","2.228206","RPS29","0.27639508935494","-1.8551961109492"
"MSTRG.11268","23.275074","13.254157","RPL36AL","0.56945713684949","-0.81234084080633"
"MSTRG.11272","2.24514","0.697893","KLHDC1","0.3108460942302","-1.6857276433085"
"MSTRG.11280","2.02406","0","VCPKMT","0","#REF!"
"MSTRG.11283","10.63521","2.079175","KLHDC2","0.19549919559651","-2.354765423474"
"MSTRG.11284","15.762272090079","4.9508522894841","NEMF","0.31409509118931","-1.6707266987685"
"MSTRG.11285","8.602402","3.333215","SOS2","0.38747491688949","-1.3678251740499"
"MSTRG.11286","2.651016","0.420238","L2HGDH","0.15851960154145","-2.657266848856"
"MSTRG.11289","1.0355295020576","1.5733967242798","ATP5S","1.5194127459947","0.60351382883509"
"MSTRG.11302","6.8905086366428","1.7608976953258","ATL1","0.25555409450641","-1.9682993883985"
"MSTRG.11303","4.936073","1.993971","SAV1","0.40395897710589","-1.3077193032244"
"MSTRG.11304","11.916464028695","5.6095235583556","NIN","0.47073725434389","-1.0870060618509"
"MSTRG.11307","26.753889885243","11.155663299447","TRIM9","0.41697350730296","-1.261972370922"
"MSTRG.11316","3.748095","0.624039","FRMD6","0.16649497944956","-2.5864494204883"
"MSTRG.11322","4.419569","0.695893","TXNDC16","0.15745720906269","-2.6669682831688"
"MSTRG.11325","5.056227","2.08348","GPR137C","0.41206219578354","-1.2790659837499"
"MSTRG.11329","5.864635","0.992645","PSMC6","0.16925946798053","-2.5626915578285"
"MSTRG.11332","6.902928","2.695017","C14orf166","0.39041650151935","-1.3569140631007"
"MSTRG.11333","1.638897","0.198625","NID2","0.12119431544508","-3.0446060633333"
"MSTRG.11334","2.336518","0","STYX","0","#REF!"
"MSTRG.11336","3.131349","0.635772","GNPNAT1","0.20303453878823","-2.300202925605"
"MSTRG.11342","5.1364341101721","0.026356","DDHD1","0.0051311862343965","-7.6064918961305"
"MSTRG.11347","2.272573","0.583919","BMP4","0.25694180120947","-1.9604864771602"
"MSTRG.11351","7.413216","1.246302","CNIH1","0.16811893785369","-2.5724458479532"
"MSTRG.11353","2.769604","0","CGRRF1","0","#REF!"
"MSTRG.11359","3.225855","1.388348","SOCS4","0.43038140275989","-1.2163123560397"
"MSTRG.11360","5.90992","12.495659","SAMD4A","2.1143533245797","1.0802164822201"
"MSTRG.11361","6.0016015139071","2.1612288013689","MAPK1IP1L","0.36010868038486","-1.4734957189158"
"MSTRG.11362","1.764987","0","LGALS3","0","#REF!"
"MSTRG.11364","6.069719","3.84136","FBXO34","0.63287279032192","-0.66001255291944"
"MSTRG.11368","4.198526","2.201921","ATG14","0.52445096207574","-0.93112021260451"
"MSTRG.1137","4.015710702332","1.585473","UROD","0.3948175348088","-1.3407420300679"
"MSTRG.11379","9.989245721289","4.4345736656382","KTN1","0.44393478640607","-1.1715803332638"
"MSTRG.11380","5.575000864879","2.3963764365743","PELI2","0.42984324032501","-1.2181174760941"
"MSTRG.11389","2.709846","1.101179","TMEM260","0.40636220656082","-1.299161863404"
"MSTRG.11397","5.009748","1.266715","NAA30","0.25285004355509","-1.9836460679084"
"MSTRG.11398","4.21389","0.907856","EXOC5","0.21544368742421","-2.2146172672917"
"MSTRG.11399","5.51389","1.336535","AP5M1","0.24239420808177","-2.0445728683188"
"MSTRG.11401","2.793231","0","SLC35F4","0","#REF!"
"MSTRG.11412","3.955556","1.229657","C14orf37","0.31086830776761","-1.6856245497975"
"MSTRG.11413","11.32879","2.252623","ARID4A","0.19884056461458","-2.3303159899065"
"MSTRG.11415","4.495397","1.041729","ACTR10","0.2317323697996","-2.1094685121108"
"MSTRG.11417","11.053974","1.932616","PSMA3","0.17483449843468","-2.5159382086191"
"MSTRG.11418","8.9493406970373","1.1085784809719","PSMA3-AS1","0.12387264252202","-3.0130704938159"
"MSTRG.11421","7.3020891764262","0.56853703593868","DACT1","0.077859503246567","-3.6829830496362"
"MSTRG.11426","6.7807836850319","1.7616875982484","KIAA0586","0.25980589856261","-1.9444939091731"
"MSTRG.11430","45.857765055465","17.16053199429","RTN1","0.37421213121779","-1.4180717662283"
